0.0060004 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 1.1 -1 | 25 12 13
5.5493174 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
5.559318 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
5.5693186 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
5.5793191 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
5.5893197 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
5.5993203 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
5.6093209 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
5.6193214 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
5.629322 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
5.6393226 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
5.6493232 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
5.6593237 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
5.6693243 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
5.6793249 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
5.6893254 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
5.699326 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
5.7093266 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
5.7193272 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
5.7293277 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
5.7393283 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
5.7493289 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
5.7593294 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
5.76933 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
5.7793306 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
5.7893312 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
5.7993317 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
5.8093323 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
5.8193329 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
5.8293334 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
5.839334 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
5.8493346 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
5.8593352 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
5.8693357 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
5.8793363 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
5.8893369 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
5.8993375 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
5.909338 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
5.9193386 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
5.9293392 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
5.9393397 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
5.9493403 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
5.9593409 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
5.9693415 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
5.979342 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
5.9893426 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
5.9993432 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.0093437 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.0193443 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.0293449 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.0393455 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.049346 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.0593466 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.0693472 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.0793477 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.0893483 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.0993489 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.1093495 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.11935 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.1293506 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.1393512 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.1493518 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.1593523 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.1693529 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.1793535 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.189354 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.1993546 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.2093552 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.2193558 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.2293563 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.2393569 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.2493575 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.259358 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.2693586 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.2793592 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.2893598 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.2993603 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.3093609 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.3193615 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.329362 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.3393626 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.3493632 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.3593638 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.3693643 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.3793649 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.3893655 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.3993661 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.4093666 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.4193672 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.4293678 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.4393683 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.4493689 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.4593695 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.4693701 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.4793706 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.4893712 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.4993718 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.5093723 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.5193729 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.5293735 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.5393741 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.5493746 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.5593752 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.5693758 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.5793763 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.5893769 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.5993775 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.6093781 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.6193786 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.6293792 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.6393798 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.6493804 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.6593809 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.6693815 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.6793821 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.6893826 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.6993832 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.7093838 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.7193844 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.7293849 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.7393855 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.7493861 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.7593866 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.7693872 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.7793878 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.7893884 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.7993889 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.8093895 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.8193901 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.8293906 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.8393912 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.8493918 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.8593924 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.8693929 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.8793935 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.8893941 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.8993947 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.9093952 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.9193958 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.9293964 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.9393969 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.9493975 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.9593981 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.9693987 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.9793992 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.9893998 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
6.9994004 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.0094009 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.0194015 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.0294021 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.0394027 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.0494032 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.0594038 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.0694044 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.0794049 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.0894055 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.0994061 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.1094067 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.1194072 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.1294078 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.1394084 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.149409 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.1594095 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.1694101 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.1794107 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.1894112 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.1994118 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.2094124 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.219413 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.2294135 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.2394141 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.2494147 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.2594152 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.2694158 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.2794164 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.289417 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.2994175 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.3094181 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.3194187 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.3294192 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.3394198 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.3494204 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.359421 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.3694215 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.3794221 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.3894227 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.3994233 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.4094238 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.4194244 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.429425 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.4394255 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.4494261 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.4594267 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.4694273 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.4794278 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.4894284 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.499429 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.5094295 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.5194301 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.5294307 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.5394313 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.5494318 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.5594324 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.569433 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.5794335 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.5894341 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.5994347 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.6094353 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.6194358 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.6294364 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.639437 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.6494376 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.6594381 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.6694387 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.6794393 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.6894398 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.6994404 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.709441 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.7194416 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.7294421 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.7394427 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.7494433 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.7594438 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.7694444 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.779445 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.7894456 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.7994461 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.8094467 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.8194473 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.8294478 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.8394484 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.849449 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.8594496 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.8694501 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.8794507 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.8894513 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.8994519 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.9094524 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.919453 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.9294536 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.9394541 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.9494547 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.9594553 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.9694559 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.9794564 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.989457 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
7.9994576 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.0094581 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.0194587 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.0294593 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.0394599 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.0494604 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.059461 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.0694616 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.0794621 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.0894627 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.0994633 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.1094639 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.1194644 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.129465 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.1394656 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.1494662 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.1594667 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.1694673 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.1794679 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.1894684 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.199469 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.2094696 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.2194702 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.2294707 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.2394713 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.2494719 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.2594724 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.269473 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.2794736 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
