0.0050003 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 1.1 -1
6.6193786 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
6.6293791 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
6.6393797 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
6.6493803 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
6.6593809 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
6.6693814 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
6.679382 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
6.6893826 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
6.6993831 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
6.7093837 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
6.7193843 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
6.7293849 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
6.7393854 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
6.749386 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
6.7593866 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
6.7693872 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
6.7793877 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
6.7893883 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
6.7993889 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
6.8093894 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
6.81939 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
6.8293906 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
6.8393912 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
6.8493917 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
6.8593923 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
6.8693929 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
6.8793934 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
6.889394 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
6.8993946 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
6.9093952 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
6.9193957 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
6.9293963 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
6.9393969 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
6.9493974 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
6.959398 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
6.9693986 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
6.9793992 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
6.9893997 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
6.9994003 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.0094009 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.0194015 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.029402 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.0394026 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.0494032 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.0594037 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.0694043 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.0794049 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.0894055 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.099406 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.1094066 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.1194072 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.1294077 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.1394083 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.1494089 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.1594095 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.16941 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.1794106 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.1894112 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.1994117 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.2094123 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.2194129 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.2294135 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.239414 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.2494146 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.2594152 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.2694158 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.2794163 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.2894169 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.2994175 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.309418 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.3194186 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.3294192 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.3394198 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.3494203 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.3594209 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.3694215 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.379422 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.3894226 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.3994232 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.4094238 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.4194243 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.4294249 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.4394255 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.449426 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.4594266 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.4694272 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.4794278 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.4894283 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.4994289 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.5094295 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.5194301 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.5294306 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.5394312 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.5494318 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.5594323 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.5694329 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.5794335 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.5894341 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.5994346 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.6094352 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.6194358 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.6294363 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.6394369 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.6494375 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.6594381 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.6694386 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.6794392 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.6894398 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.6994403 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.7094409 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.7194415 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.7294421 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.7394426 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.7494432 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.7594438 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.7694444 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.7794449 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.7894455 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.7994461 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.8094466 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.8194472 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.8294478 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.8394484 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.8494489 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.8594495 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.8694501 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.8794506 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.8894512 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.8994518 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.9094524 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.9194529 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.9294535 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.9394541 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.9494546 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.9594552 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.9694558 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.9794564 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.9894569 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
7.9994575 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.0094581 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.0194587 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.0294592 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.0394598 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.0494604 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.0594609 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.0694615 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.0794621 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.0894627 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.0994632 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.1094638 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.1194644 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.1294649 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.1394655 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.1494661 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.1594667 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.1694672 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.1794678 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.1894684 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.1994689 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.2094695 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.2194701 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.2294707 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.2394712 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.2494718 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.2594724 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.269473 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.2794735 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.2894741 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.2994747 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.3094752 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.3194758 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.3294764 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.339477 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.3494775 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.3594781 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.3694787 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.3794792 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.3894798 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.3994804 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.409481 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.4194815 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.4294821 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.4394827 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.4494832 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.4594838 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.4694844 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.479485 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.4894855 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.4994861 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.5094867 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.5194873 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.5294878 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.5394884 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.549489 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.5594895 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.5694901 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.5794907 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.5894913 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.5994918 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.6094924 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.619493 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.6294935 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.6394941 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.6494947 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.6594953 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.6694958 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.6794964 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.689497 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.6994975 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.7094981 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.7194987 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.7294993 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.7394998 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.7495004 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.759501 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.7695016 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.7795021 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.7895027 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.7995033 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.8095038 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.8195044 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.829505 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.8395056 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.8495061 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.8595067 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.8695073 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.8795078 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.8895084 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.899509 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.9095096 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.9195101 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.9295107 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.9395113 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
8.9495118 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
9.0505176 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 10 -1
