0.009 0 0 0 | 0 0 0 | 0.0779585619265576 -0.784179025810661 | -34 87 | 0 0
5.903 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
5.913 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
5.923 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
5.933 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
5.943 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
5.953 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
5.963 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
5.973 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
5.983 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
5.993 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
6.003 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
6.013 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
6.023 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
6.033 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
6.043 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
6.053 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
6.063 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
6.073 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
6.083 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
6.093 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
6.103 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
6.113 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
6.123 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
6.133 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
6.143 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
6.153 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
6.163 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
6.173 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
6.183 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
6.193 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
6.203 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
6.213 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
6.223 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
6.233 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
6.243 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
6.253 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
6.263 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
6.273 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
6.283 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
6.293 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
6.303 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
6.313 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
6.323 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
6.333 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
6.343 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
6.353 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
6.363 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
6.373 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
6.383 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
6.393 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
6.403 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
6.413 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
6.423 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
6.433 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
6.443 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
6.453 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
6.463 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
6.473 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
6.483 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
6.493 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
6.503 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
6.513 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
6.523 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
6.533 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
6.543 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
6.553 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
6.563 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
6.573 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
6.583 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
6.593 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
6.603 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
6.613 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
6.623 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
6.633 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
6.643 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
6.653 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
6.663 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
6.673 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
6.683 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
6.693 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
6.703 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
6.713 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
6.723 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
6.733 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
6.743 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
6.753 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
6.763 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
6.773 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
6.783 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
6.793 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
6.803 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
6.813 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
6.823 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
6.833 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
6.843 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
6.853 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
6.863 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
6.873 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
6.883 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
6.893 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
6.903 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
6.913 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
6.923 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
6.933 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
6.943 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
6.953 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
6.963 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
6.973 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
6.983 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
6.993 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
7.003 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
7.013 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
7.023 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
7.033 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
7.043 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
7.053 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
7.063 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
7.073 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
7.083 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
7.093 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
7.103 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
7.113 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
7.123 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
7.133 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
7.143 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
7.153 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
7.163 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
7.173 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
7.183 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
7.193 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
7.203 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
7.213 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
7.223 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
7.233 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
7.243 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
7.253 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
7.263 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
7.273 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
7.283 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
7.293 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
7.303 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
7.313 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
7.323 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
7.333 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
7.343 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
7.353 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
7.363 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
7.373 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
7.383 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
7.393 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
7.403 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
7.413 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
7.423 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
7.433 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
7.443 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
7.453 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
7.463 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
